adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001683863-23-003712	1015965	VOYA VARIABLE PORTFOLIOS INC	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		480-477-3000	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		US	MD	000000000	ING VARIABLE PORTFOLIOS INC	20020501	1231	20230501	20230501	485BPOS	20230425	2023-04-25 13:34:00.0	f25031d1_htm.xml	1	
0001683863-23-003728	1919700	TOUCHSTONE ETF TRUST	US	OH	CINCINNATI	45202	303 BROADWAY	SUITE 1100	513-362-8224	US	OH	CINCINNATI	45202	303 BROADWAY	SUITE 1100	US	DE	000000000				20230428	20230428	485BPOS	20230426	2023-04-26 12:57:00.0	f25474d1_htm.xml	1	
0001683863-23-003733	1039001	VOYA PARTNERS INC	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH RD, STE 100		4804773000	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH RD, STE 100		US	MD	000000000	ING PARTNERS INC	20020501	1231	20230501	20230501	485BPOS	20230426	2023-04-26 15:25:00.0	f24802d1_htm.xml	1	
0001683863-23-003753	1039803	PROFUNDS	US	MD	BETHESDA	20814	7272 WISCONSIN AVENUE	21ST FLOOR	2404976428	US	MD	BETHESDA	20814	7272 WISCONSIN AVENUE	21ST FLOOR	US	DE	522035197	PROFUNDS	19970521	1231	20230501	20230428	485BPOS	20230426	2023-04-26 16:48:00.0	f25434d0_htm.xml	1	
0001683863-23-003880	711080	TOUCHSTONE STRATEGIC TRUST	US	OH	CINCINNATI	45202-4203	303 BROADWAY	SUITE 1100	5133628000	US	OH	CINCINNATI	45202-4203	303 BROADWAY	SUITE 1100	US	MA	311276717	COUNTRYWIDE STRATEGIC TRUST	19970303	0331	20230428	20230428	485BPOS	20230427	2023-04-27 12:17:00.0	f25488d1_htm.xml	1	
0001683863-23-003882	908695	VICTORY PORTFOLIOS III	US	TX	SAN ANTONIO	78256	15935 LA CANTERA PARKWAY	BUILDING TWO	210-697-3625	US	TX	SAN ANTONIO	78256	15935 LA CANTERA PARKWAY	BUILDING TWO	US	DE	000000000	USAA MUTUAL FUNDS TRUST	20060420	0331	20230501	20230501	485BPOS	20230427	2023-04-27 12:42:00.0	f25127d1_htm.xml	1	
0001683863-23-003885	802716	VICTORY PORTFOLIOS	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		6144708000	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		US	TX	316364605	SOCIETY FUNDS	19940906	1031	20230501	20230501	485BPOS	20230427	2023-04-27 13:48:00.0	f25126d1_htm.xml	1	
0001683863-23-003889	12601	PRINCIPAL VARIABLE CONTRACTS FUNDS INC	US	IA	DES MOINES	50392	711 HIGH STREET		515-247-5477	US	IA	DES MOINES	50392	PRINCIPAL FINANCIAL GROUP				000000000	PRINCIPAL VARIABLE CONTRACTS FUND INC	19980617	1231	20230501	20230501	485BPOS	20230427	2023-04-27 15:02:00.0	f23908d1_htm.xml	1	
0001683863-23-003987	717819	PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 14	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MD	133165671	PRUDENTIAL GOVERNMENT INCOME FUND, INC.	20100219	0228	20230428	20230428	485BPOS	20230427	2023-04-27 15:16:00.0	f25471d0_htm.xml	1	
0001683863-23-003995	1104631	PRUDENTIAL INVESTMENT PORTFOLIOS 3	US	NJ	NEWARK	07102-4077	655 BROAD ST.	17TH FL	(973) 367-8982	US	NJ	NEWARK	07102-4077	655 BROAD ST.	17TH FL	US	DE	000000000	JENNISONDRYDEN OPPORTUNITY FUNDS	20080530	0228	20230428	20230428	485BPOS	20230427	2023-04-27 15:17:00.0	f25489d0_htm.xml	1	
0001683863-23-004047	1409957	VANGUARD MONTGOMERY FUNDS	US	PA	VALLEY FORGE	19482	P.O. BOX 2600		610-669-1000	US	PA	VALLEY FORGE	19482	P.O. BOX 2600				261082315			0331	20230428	20230428	485BPOS	20230428	2023-04-27 17:36:00.0	f25280d0_htm.xml	1	
0001683863-23-004048	794105	VANGUARD BOND INDEX FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	P.O. BOX 2600 V26		US	DE	000000000	VANGUARD BOND INDEX FUND INC	19940111	1231	20230428	20230428	485BPOS	20230428	2023-04-27 17:36:00.0	f25463d0_htm.xml	1	
0001683863-23-004049	862084	VANGUARD INSTITUTIONAL INDEX FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	DE	000000000	VANGUARD INSTITUTIONAL INDEX FUND	19920703	1231	20230428	20230428	485BPOS	20230428	2023-04-27 17:36:00.0	f25462d0_htm.xml	1	
0001683863-23-004050	923202	VANGUARD TAX-MANAGED FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	MD	000000000	VANGUARD TAX MANAGED FUNDS	20011121	1231	20230428	20230428	485BPOS	20230428	2023-04-27 17:37:00.0	f25468d0_htm.xml	1	
0001683863-23-004051	889519	VANGUARD VALLEY FORGE FUNDS	US	PA	VALLEY FORGE	19482	P O BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	P.O. BOX 2600	V26	US	DE	000000000	VANGUARD BALANCED INDEX FUNDS	20070223	1231	20230428	20230428	485BPOS	20230428	2023-04-27 17:36:00.0	f25464d0_htm.xml	1	
0001683863-23-004052	857490	VANGUARD VARIABLE INSURANCE FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	DE	000000000	VANGUARD VARIABLE INSURANCE FUND	19920703	1231	20230428	20230428	485BPOS	20230428	2023-04-27 17:37:00.0	f25175d0_htm.xml	1	
0001683863-23-004053	36405	VANGUARD INDEX FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	DE	231999755	VANGUARD INDEX FUNDS/	20011121	1231	20230428	20230428	485BPOS	20230428	2023-04-27 17:37:00.0	f25281d0_htm.xml	1	
0001683863-23-004404	865733	HOMESTEAD FUNDS INC	US	VA	ARLINGTON	22203	4301 WILSON BLVD	C/O NATIONAL RURAL ELEC COOPERATIVE ASSO	8002583030	US	VA	ARLINGTON	22203	4301 WILSON BLVD		US	MD	000000000			1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:35:00.0	f25138d0_htm.xml	1	
0001683863-23-004405	1768447	HOMESTEAD FUNDS TRUST	US	VA	ARLINGTON	22203	4301 WILSON BOULEVARD		703-907-6366	US	VA	ARLINGTON	22203	4301 WILSON BOULEVARD		US	MA	833576764			1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:36:00.0	f25137d0_htm.xml	1	
0001683863-23-004538	814679	ADVANCED SERIES TRUST	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MA	000000000	AMERICAN SKANDIA TRUST	19920703	1231	20230501	20230501	497	20230501	2023-05-01 17:18:00.0	f25511d1_htm.xml	1	
0001683863-23-004781	895430	VOYA MUTUAL FUNDS	US	AZ	SCOTTSDALE	85258	7337 E DOUBLETREE RANCH ROAD, STE 100		18009920180	US	AZ	SCOTTSDALE	85258	7337 E DOUBLETREE RANCH ROAD, STE 100		US	DE	000000000	ING MUTUAL FUNDS	20020205	1231	20230228	20230519	497	20230519	2023-05-19 13:55:00.0	f25623d1_htm.xml	1	
0001683863-23-004833	734383	VANGUARD SPECIALIZED FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	DE	000000000	VANGUARD SPECIALIZED FUNDS/	20011121	0131	20230525	20230525	485BPOS	20230525	2023-05-24 17:36:00.0	f25624d0_htm.xml	1	
0001683863-23-004834	106444	VANGUARD FIXED INCOME SECURITIES FUNDS	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	DE	231899003	VANGUARD FIXED INCOME SECURITIES FUND INC	19920703	0131	20230525		485BPOS	20230525	2023-05-24 17:36:00.0	f25626d0_htm.xml	1	
0001683863-23-004863	1051562	PRUDENTIAL INVESTMENT PORTFOLIOS 12	US	NJ	NEWARK	07102-4077	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102-4077	655 BROAD STREET	17TH FLOOR	US	DE	000000000	PRUDENTIAL GLOBAL REAL ESTATE FUND	20100219	0331	20230530	20230530	485BPOS	20230525	2023-05-25 13:31:00.0	f25642d1_htm.xml	1	
0001683863-23-004868	799127	VANGUARD QUANTITATIVE FUNDS	US	PA	MALVERN	19355	100 VANGUARD BLVD	P O BOX 2600	6106691000	US	PA	VALLEY FORGE	19482	100 VANGUARD BLVD	PO BOX 2600			000000000	VANGUARD QUANTITATIVE FUNDS /	20010503	1231	20230131	20230526	497	20230526	2023-05-26 09:02:00.0	f25639d1_htm.xml	1	
0001683863-23-004869	52848	VANGUARD WORLD FUND	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	6106691000	US	PA	VALLEY FORGE	19482	PO BOX 2600	V26	US	DE	046035483	VANGUARD WORLD FUNDS	20020402	0831	20221221	20230526	497	20230526	2023-05-26 09:02:00.0	f25599d0_htm.xml	1	
0001683863-23-004899	802716	VICTORY PORTFOLIOS	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		6144708000	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		US	TX	316364605	SOCIETY FUNDS	19940906	1031	20230601	20230601	485BPOS	20230531	2023-05-31 16:44:00.0	f25657d1_htm.xml	1	
0001683863-23-005083	1547580	VICTORY PORTFOLIOS II	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD, 4TH FLOOR		216-898-2411	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD, 4TH FLOOR		US	TX	000000000	COMPASS EMP FUNDS TRUST	20120417	0630	20230620	20230620	485BPOS	20230616	2023-06-16 10:48:00.0	f25735d1_htm.xml	1	
0001683863-23-005120	711175	PRUDENTIAL SERIES FUND	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	DE	860446842	PRUDENTIAL SERIES FUND INC	19920703	1231	20230501	20230620	497	20230620	2023-06-20 12:04:00.0	f25780d0_htm.xml	1	
0001683863-23-005123	814679	ADVANCED SERIES TRUST	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MA	000000000	AMERICAN SKANDIA TRUST	19920703	1231	20230501	20230620	497	20230620	2023-06-20 12:06:00.0	f25772d0_htm.xml	1	
0001683863-23-005129	814679	ADVANCED SERIES TRUST	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MA	000000000	AMERICAN SKANDIA TRUST	19920703	1231	20230501	20230620	497	20230620	2023-06-20 12:09:00.0	f25778d0_htm.xml	1	
0001683863-23-005137	1174610	PROSHARES TRUST	US	MD	BETHESDA	20814	7272 WISCONSIN AVENUE	21ST FLOOR	240-497-6400	US	MD	BETHESDA	20814	7272 WISCONSIN AVENUE	21ST FLOOR	US	DE	000000000	XTRASHARES TRUST	20030409	0531	20220619	20230620	497	20230620	2023-06-20 16:22:00.0	f25786d0_htm.xml	1	
0001683863-23-005207	908695	VICTORY PORTFOLIOS III	US	TX	SAN ANTONIO	78256	15935 LA CANTERA PARKWAY	BUILDING TWO	210-697-3625	US	TX	SAN ANTONIO	78256	15935 LA CANTERA PARKWAY	BUILDING TWO	US	DE	000000000	USAA MUTUAL FUNDS TRUST	20060420	0331	20230701	20230701	485BPOS	20230627	2023-06-27 17:11:00.0	f25789d1_htm.xml	1	
0001683863-23-005282	802716	VICTORY PORTFOLIOS	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		6144708000	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		US	TX	316364605	SOCIETY FUNDS	19940906	1031	20230501	20230630	497	20230630	2023-06-30 09:02:00.0	f25840d0_htm.xml	1	
0001710607-23-000099	1710607	AMERICAN CENTURY ETF TRUST	US	MO	KANSAS CITY	64111	4500 MAIN STREET		(816) 531-5575	US	MO	KANSAS CITY	64111	4500 MAIN STREET		US	DE	000000000	AMERICAN CENTURY ETF TRUST	20170628	0831	20230101	20230531	497	20230530	2023-05-30 13:05:00.0	ck0001710607-20220831_htm.xml	1	
0001710607-23-000132	1710607	AMERICAN CENTURY ETF TRUST	US	MO	KANSAS CITY	64111	4500 MAIN STREET		(816) 531-5575	US	MO	KANSAS CITY	64111	4500 MAIN STREET		US	DE	000000000	AMERICAN CENTURY ETF TRUST	20170628	0831	20230622	20230622	485BPOS	20230621	2023-06-21 16:10:00.0	ck0001710607-20220831_htm.xml	1	
0001741773-23-000994	1655589	FRANKLIN TEMPLETON ETF TRUST	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		650-312-2000	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		US	DE	000000000			0331	20230407	20230407	485BPOS	20230407	2023-04-07 12:41:00.0	c485bpos_htm.xml	1	
0001741773-23-001013	887340	MAINSTAY VP FUNDS TRUST	US	NY	NEW YORK	10010	51 MADISON AVE		2125767000	US	NY	NEW YORK	10010	51 MADISON AVE		US	DE	133186036	MAINSTAY VP SERIES FUND INC	20010518	1231	20230501	20230501	485BPOS	20230414	2023-04-14 09:34:00.0	c485bpos_htm.xml	1	
0001741773-23-001127	1786958	FRANKLIN TEMPLETON TRUST	US	CA	SAN MATEO	94403-1906	ONE FRANKLIN PARKWAY		650-312-2000	US	CA	SAN MATEO	94403-1906	ONE FRANKLIN PARKWAY		US	FL	000000000			0331		20230425	497	20230425	2023-04-25 09:30:00.0	c497_htm.xml	1	
0001741773-23-001201	909226	TEMPLETON CHINA WORLD FUND	US	FL	FORT LAUDERDALE	33301-1923	300 S.E. 2ND STREET		9545277500	US	FL	FORT LAUDERDALE	33301-1923	300 S.E. 2ND STREET		US	FL	593192206	TEMPLETON CHINA WORLD FUND INC	19930716	0831		20230101	497	20230426	2023-04-26 10:10:00.0	c497_htm.xml	1	
0001741773-23-001256	1795351	T. ROWE PRICE EXCHANGE-TRADED FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000			1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:20:00.0	c485bpos_htm.xml	1	
0001741773-23-001257	902259	T. ROWE PRICE BLUE CHIP GROWTH FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521827505	PRICE T ROWE BLUE CHIP GROWTH FUND INC	19930426	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:21:00.0	c485bpos_htm.xml	1	
0001741773-23-001258	1012968	T. ROWE PRICE EQUITY FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	T. ROWE PRICE INSTITUTIONAL EQUITY FUNDS, INC.	20051028	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:22:00.0	c485bpos_htm.xml	1	
0001741773-23-001259	852254	T. ROWE PRICE GLOBAL FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	T. ROWE PRICE INSTITUTIONAL INTERNATIONAL FUNDS, INC.	20051028	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:22:00.0	c485bpos_htm.xml	1	
0001741773-23-001260	927845	T. ROWE PRICE VALUE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521892646	PRICE T ROWE VALUE FUND INC	19940803	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:23:00.0	c485bpos_htm.xml	1	
0001741773-23-001261	775688	T. ROWE PRICE EQUITY INCOME FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521424600	T. ROWE PRICE EQUITY INCOME FUND	20051018	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:23:00.0	c485bpos_htm.xml	1	
0001741773-23-001262	834798	T. ROWE PRICE SMALL-CAP VALUE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521575325	PRICE T ROWE SMALL CAP VALUE FUND INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:24:00.0	c485bpos_htm.xml	1	
0001741773-23-001263	858581	T. ROWE PRICE INDEX TRUST, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	PRICE T ROWE INDEX TRUST INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:24:00.0	c485bpos_htm.xml	1	
0001741773-23-001264	313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521175211	PRICE T ROWE INTERNATIONAL FUNDS INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:25:00.0	c485bpos_htm.xml	1	
0001741773-23-001265	80248	T. ROWE PRICE NEW HORIZONS FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	520791372	PRICE T ROWE NEW HORIZONS FUND INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:25:00.0	c485bpos_htm.xml	1	
0001741773-23-001266	1533490	T. ROWE PRICE MULTI-SECTOR ACCOUNT PORTFOLIOS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-4981	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000			0212	20230501	20230501	485BPOS	20230427	2023-04-27 07:25:00.0	c485bpos_htm.xml	1	
0001741773-23-001267	887147	T. ROWE PRICE MID-CAP GROWTH FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521784828	PRICE T ROWE MID CAP GROWTH FUND INC	19920717	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:25:00.0	c485bpos_htm.xml	1	
0001741773-23-001268	918292	T. ROWE PRICE INTERNATIONAL SERIES, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521870103	PRICE T ROWE INTERNATIONAL SERIES INC	19940131	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:25:00.0	c485bpos_htm.xml	1	
0001741773-23-001269	1002624	T. ROWE PRICE HEALTH SCIENCES FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521952906	PRICE T ROWE HEALTH SCIENCES FUND INC	19980513	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:26:00.0	c485bpos_htm.xml	1	
0001741773-23-001270	80257	T. ROWE PRICE GROWTH STOCK FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	520655816	PRICE T ROWE GROWTH STOCK FUND INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:27:00.0	c485bpos_htm.xml	1	
0001741773-23-001271	920467	T. ROWE PRICE FIXED INCOME SERIES, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	PRICE T ROWE FIXED INCOME SERIES INC	19940317	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:27:00.0	c485bpos_htm.xml	1	
0001741773-23-001272	918294	T. ROWE PRICE EQUITY SERIES, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	PRICE T ROWE EQUITY SERIES INC	19940131	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:28:00.0	c485bpos_htm.xml	1	
0001741773-23-001273	1267862	T. ROWE PRICE DIVERSIFIED MID-CAP GROWTH FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				421615933	T ROWE PRICE DIVERSIFIED MID CAP GROWTH FUND INC	20031022	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:29:00.0	c485bpos_htm.xml	1	
0001741773-23-001274	793347	T. ROWE PRICE CAPITAL APPRECIATION FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521465786	T. ROWE PRICE CAPITAL APPRECIATION FUND	20051018	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:29:00.0	c485bpos_htm.xml	1	
0001741773-23-001275	871839	T. ROWE PRICE BALANCED FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521725684	PRICE T ROWE BALANCED FUND INC	19920717	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:30:00.0	c485bpos_htm.xml	1	
0001741773-23-001277	894024	T. ROWE PRICE DIVIDEND GROWTH FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521805594	PRICE T ROWE DIVIDEND GROWTH FUND INC	19921112	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:34:00.0	c485bpos_htm.xml	1	
0001741773-23-001281	808303	T. ROWE PRICE SPECTRUM FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	PRICE T ROWE SPECTRUM FUND INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:40:00.0	c485bpos_htm.xml	1	
0001741773-23-001282	1012678	T. ROWE PRICE MID-CAP VALUE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521977812	PRICE T ROWE MID CAP VALUE FUND INC	19960425	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:40:00.0	c485bpos_htm.xml	1	
0001741773-23-001283	1046404	T. ROWE PRICE REAL ESTATE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				522070587	PRICE T ROWE REAL ESTATE FUND INC	19970919	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:41:00.0	c485bpos_htm.xml	1	
0001741773-23-001284	1177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	T ROWE PRICE RETIREMENT FUNDS INC	20020702	0531	20230501	20230501	485BPOS	20230427	2023-04-27 07:41:00.0	c485bpos_htm.xml	1	
0001741773-23-001285	910671	T. ROWE PRICE COMMUNICATIONS & TECHNOLOGY FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521840883	T. ROWE PRICE MEDIA & TELECOMMUNICATIONS FUND, INC.	20051028	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:42:00.0	c485bpos_htm.xml	1	
0001741773-23-001286	1116626	T. ROWE PRICE GLOBAL TECHNOLOGY FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				522024849	T ROWE PRICE GLOBAL TECHNOLOGY FUND INC	20000614	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:42:00.0	c485bpos_htm.xml	1	
0001741773-23-001287	1440930	T. ROWE PRICE GLOBAL REAL ESTATE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000			1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:43:00.0	c485bpos_htm.xml	1	
0001741773-23-001289	1486048	T. ROWE PRICE REAL ASSETS FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-4981	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000				20230501	20230501	485BPOS	20230427	2023-04-27 07:44:00.0	c485bpos_htm.xml	1	
0001741773-23-001290	1462712	T. ROWE PRICE U.S. LARGE-CAP CORE FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				000000000			1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:45:00.0	c485bpos_htm.xml	1	
0001741773-23-001291	931151	T. ROWE PRICE U.S. EQUITY RESEARCH FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521905304	T. ROWE PRICE CAPITAL OPPORTUNITY FUND, INC.	20190523	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:45:00.0	c485bpos_htm.xml	1	
0001741773-23-001292	216907	T. ROWE PRICE NEW ERA FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	520888855	PRICE T ROWE NEW ERA FUND INC	19920703	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:46:00.0	c485bpos_htm.xml	1	
0001741773-23-001293	773485	T. ROWE PRICE ALL-CAP OPPORTUNITIES FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521416752	T. ROWE PRICE NEW AMERICA GROWTH FUND, INC.	20171031	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:47:00.0	c485bpos_htm.xml	1	
