tag	version	custom	abstract	datatype	iord	tlabel	doc
TransferFeesDescriptionTextBlock	vip/2023	0	0	textBlock	D	Transfer Fees, Description [Text Block]	
ExpensesNotCorrelatedToRatioDueToAcquiredFundFees	rr/2021	0	0	string	D	Expenses Not Correlated to Ratio Due to Acquired Fund Fees [Text]	The Fund may clarify in a footnote to the fee table that the total annual fund operating expenses under Item 3 do not correlate to the ratio of expenses to average net assets given in response to Item 8, which reflects the operating expenses of the Fund and does not include Acquired Fund fees and expenses.
MoneyMarketSevenDayYieldCaption	rr/2022	0	0	string	D	Money Market Seven Day Yield, Caption [Text]	Calculate a Money Market Fund's 7-day yield under Item 21(a); the Fund's average annual total return under Item 21(b)(1); and the Fund's average annual total return (after taxes on distributions) and average annual total return (after taxes on distributions and redemption) under Items 21(b)(2) and (3), respectively.
RiskCaption	rr/2023	0	0	string	D	Risk Caption	Narrative Risk Disclosure.
ExpenseExampleYear03	rr/2021	0	0	NonNegativeMonetaryT	D	Expense Example, with Redemption, 3 Years	The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower.
PortfolioCompaniesN4TextBlock	vip/2022q2	0	0	textBlock	D	Item 17. Portfolio Companies (N-4) [Text Block]	
PortfolioCompaniesTableTextBlock	vip/2022q2	0	0	textBlock	D	Portfolio Companies [Table Text Block]	
InvestmentOptionsFootnotesTextBlock	vip/2023	0	0	textBlock	D	Investment Options Footnotes [Text Block]	
SupplementClosingTextBlock	0001213900-23-041007	1	0	textBlock	D	Supplement Closing [Text Block]	Supplement closing text block.
BarChartYearToDateReturn	rr/2023	0	0	pure	D	Bar Chart, Year to Date Return	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
ManagementFeesOverAssets	rr/2021	0	0	NonNegativePure4Type	D	Management Fees (as a percentage of Assets)	"Management Fees include investment advisory fees (including any fees based on the Fund's performance), any other management fees payable to the investment adviser or its affiliates, and administrative fees payable to the investment adviser or its affiliates that are not included as ""Other Expenses."
OtherSurrenderFeesMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Other Surrender Fees, Minimum [Dollars]	
RiskReturnHeading	rr/2022	0	0	string	D	Risk/Return [Heading]	Risk/Return Summary Investment Objectives/Goals Include the following information, in plain English under rule 421(d) under the Securities Act, in the order and subject matter indicated
FeesCostsBenefitTextBlock	vip/2023	0	0	textBlock	D	Fees and Costs of Benefit [Text Block]	
PremiumTaxesFootnotesTextBlock	vip/2023	0	0	textBlock	D	Premium Taxes, Footnotes [Text Block]	
ExpenseExampleByYearHeading	rr/2021	0	0	string	D	Expense Example by Year [Heading]	The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower.
ShareholderFeeOther	rr/2022	0	0	NonNegativeMonetaryT	D	Shareholder Fee, Other	Other Expenses
BaseContractOfAverageAnnualNetAssetsN4MaximumPercent	vip/2022q2	0	0	percent	D	Base Contract (of Average Annual Net Assets) (N-4) Maximum [Percent]	
ShareholderServicingFee	0001580642-23-002256	1	0	NonNegativePure4Type	D	Shareholder Servicing Fee	
BarChartFootnotesTextBlock	rr/2021	0	0	textBlock	D	Bar Chart Footnotes [Text Block]	Multiple Class Funds.
SurrenderExpense3YearsMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Surrender Expense, 3 Years, Maximum [Dollars]	
DistributionAndService12b1FeesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Distribution and Service (12b-1) Fees	"Distribution [and/or Service] (12b-1) Fees"" include all distribution or other expenses incurred during the most recent fiscal year under a plan adopted pursuant to rule 12b-1 [17 CFR 270.12b-1]. Under an appropriate caption or a subcaption of ""Other Expenses,"" disclose the amount of any distribution or similar expenses deducted from the Fund's assets other than pursuant to a rule 12b-1 plan."
Component2OtherExpensesOverAssets	rr/2022	0	0	NonNegativePure4Type	D	Component2 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
OtherAnnualExpenseDescriptionTextBlock	vip/2022q2	0	0	textBlock	D	Other Annual Expense, Description [Text Block]	
AdministrativeExpenseDescriptionTextBlock	vip/2023	0	0	textBlock	D	Administrative Expenses, Description [Text Block]	
SurrenderChargeOfAmountSurrenderedMaximumPercent	vip/2022q2	0	0	percent	D	Surrender Charge (of Amount Surrendered) Maximum [Percent]	
BenefitsDescriptionTableTextBlock	vip/2022q2	0	0	textBlock	D	Benefits Description [Table Text Block]	
RisksTableTextBlock	vip/2022q2	0	0	textBlock	D	Risks [Table Text Block]	
AnnualMaintenanceFeeDescriptionTextBlock	vip/2023	0	0	textBlock	D	Annual Maintenance Fee, Description [Text Block]	
PerformanceOneYearOrLess	rr/2023	0	0	string	D	Performance One Year or Less [Text]	For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance). Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
StrategyNarrativeTextBlock	rr/2021	0	0	textBlock	D	Strategy Narrative [Text Block]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
ChargesContractValuesNoteN6TextBlock	vip/2022q2	0	0	textBlock	D	Charges and Contract Values, Note (N-6) [Text Block]	
AverageAnnualReturnLabel	rr/2021	0	0	string	D	Label	This item represents Average Annual Total Returns. If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the period after conversion.
AverageAnnualReturnYear05	rr/2023	0	0	pure	D	5 Years	Return Before Taxes.
AnnualReturn2018	rr/2023	0	0	pure	D	Annual Return 2018	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
AnnualMaintenanceFeeOfPolicyValueMinimumPercent	vip/2022q2	0	0	percent	D	Annual Maintenance Fee (of Policy Value), Minimum [Percent]	
StandardBenefitExpenseOfBenefitBaseMinimumPercent	vip/2022q2	0	0	percent	D	Standard Benefit Expense (of Benefit Base), Minimum [Percent]	
KeyInvestmentProfessionalCompensationTextBlock	vip/2022q2	0	0	textBlock	D	Investment Professional Compensation [Text Block]	
